ano,mes,dia,local,serie,artista,repertorio
2014,dezembro,18,Palácio das Artes,Allegro,"Fabio Mechetti, regente","TCHAIKOVSKY | O quebra-nozes, op. 71"
2014,dezembro,18,Palácio das Artes,Allegro,Coral Infantojuvenil Palácio das Artes,"TCHAIKOVSKY | O quebra-nozes, op. 71"
2014,dezembro,9,Palácio das Artes,Vivace,"Fabio Mechetti, regente ","BARBER | Die Natali, op. 37"
2014,dezembro,9,Palácio das Artes,Vivace,"Fabio Mechetti, regente ",HAYDN | Concerto para violoncelo nº 1 em Dó maior
2014,dezembro,9,Palácio das Artes,Vivace,"Fabio Mechetti, regente ","TCHAIKOVSKY | Variações sobre um tema Rococó, op. 33"
2014,dezembro,9,Palácio das Artes,Vivace,"Fabio Mechetti, regente ","DVORÁK | Te Deum, op. 103"
2014,dezembro,9,Palácio das Artes,Vivace,"Fabio Mechetti, regente ",Bis: HAENDEL | Aleluia
2014,dezembro,9,Palácio das Artes,Vivace,"Asier Polo, violoncelo ","BARBER | Die Natali, op. 37"
2014,dezembro,9,Palácio das Artes,Vivace,"Asier Polo, violoncelo ",HAYDN | Concerto para violoncelo nº 1 em Dó maior
2014,dezembro,9,Palácio das Artes,Vivace,"Asier Polo, violoncelo ","TCHAIKOVSKY | Variações sobre um tema Rococó, op. 33"
2014,dezembro,9,Palácio das Artes,Vivace,"Asier Polo, violoncelo ","DVORÁK | Te Deum, op. 103"
2014,dezembro,9,Palácio das Artes,Vivace,"Asier Polo, violoncelo ",Bis: HAENDEL | Aleluia
2014,dezembro,9,Palácio das Artes,Vivace,"Edna D’Oliveira, soprano ","BARBER | Die Natali, op. 37"
2014,dezembro,9,Palácio das Artes,Vivace,"Edna D’Oliveira, soprano ",HAYDN | Concerto para violoncelo nº 1 em Dó maior
2014,dezembro,9,Palácio das Artes,Vivace,"Edna D’Oliveira, soprano ","TCHAIKOVSKY | Variações sobre um tema Rococó, op. 33"
2014,dezembro,9,Palácio das Artes,Vivace,"Edna D’Oliveira, soprano ","DVORÁK | Te Deum, op. 103"
2014,dezembro,9,Palácio das Artes,Vivace,"Edna D’Oliveira, soprano ",Bis: HAENDEL | Aleluia
2014,dezembro,9,Palácio das Artes,Vivace,"Leonardo Neiva, barítono ","BARBER | Die Natali, op. 37"
2014,dezembro,9,Palácio das Artes,Vivace,"Leonardo Neiva, barítono ",HAYDN | Concerto para violoncelo nº 1 em Dó maior
2014,dezembro,9,Palácio das Artes,Vivace,"Leonardo Neiva, barítono ","TCHAIKOVSKY | Variações sobre um tema Rococó, op. 33"
2014,dezembro,9,Palácio das Artes,Vivace,"Leonardo Neiva, barítono ","DVORÁK | Te Deum, op. 103"
2014,dezembro,9,Palácio das Artes,Vivace,"Leonardo Neiva, barítono ",Bis: HAENDEL | Aleluia
2014,dezembro,9,Palácio das Artes,Vivace,Coral Lírico de Minas Gerais ,"BARBER | Die Natali, op. 37"
2014,dezembro,9,Palácio das Artes,Vivace,Coral Lírico de Minas Gerais ,HAYDN | Concerto para violoncelo nº 1 em Dó maior
2014,dezembro,9,Palácio das Artes,Vivace,Coral Lírico de Minas Gerais ,"TCHAIKOVSKY | Variações sobre um tema Rococó, op. 33"
2014,dezembro,9,Palácio das Artes,Vivace,Coral Lírico de Minas Gerais ,"DVORÁK | Te Deum, op. 103"
2014,dezembro,9,Palácio das Artes,Vivace,Coral Lírico de Minas Gerais ,Bis: HAENDEL | Aleluia
2014,novembro,25,Palácio das Artes,Vivace,"Fabio Mechetti, regente ",MEHMARI | Suíte de danças reais e imaginárias
2014,novembro,25,Palácio das Artes,Vivace,"Fabio Mechetti, regente ","MOZART | Concerto para piano nº 9 em Mi bemol maior, K. 271, “Jeunehomme”"
2014,novembro,25,Palácio das Artes,Vivace,"Fabio Mechetti, regente ",BORODIN | Sinfonia nº 2 em si menor
2014,novembro,25,Palácio das Artes,Vivace,"Cristian Budu, piano ",MEHMARI | Suíte de danças reais e imaginárias
2014,novembro,25,Palácio das Artes,Vivace,"Cristian Budu, piano ","MOZART | Concerto para piano nº 9 em Mi bemol maior, K. 271, “Jeunehomme”"
2014,novembro,25,Palácio das Artes,Vivace,"Cristian Budu, piano ",BORODIN | Sinfonia nº 2 em si menor
2014,novembro,13,Palácio das Artes,Allegro,"Marcos Arakaki, regente",BAX | Tintagel
2014,novembro,13,Palácio das Artes,Allegro,"Marcos Arakaki, regente",ZEMLINSKY | A sereia
2014,novembro,13,Palácio das Artes,Allegro,"Marcos Arakaki, regente",CALANDRELLI | Concerto para clarinete de jazz
2014,novembro,13,Palácio das Artes,Allegro,"Marcos Arakaki, regente",Bis: C. P. E. BACH/Calandrelli | Solfeggietto Metamorphosis
2014,novembro,13,Palácio das Artes,Allegro,"Marcos Arakaki, regente",Bis: JOBIM | Wave
2014,novembro,13,Palácio das Artes,Allegro," Eddie Daniels, clarinete",BAX | Tintagel
2014,novembro,13,Palácio das Artes,Allegro," Eddie Daniels, clarinete",ZEMLINSKY | A sereia
2014,novembro,13,Palácio das Artes,Allegro," Eddie Daniels, clarinete",CALANDRELLI | Concerto para clarinete de jazz
2014,novembro,13,Palácio das Artes,Allegro," Eddie Daniels, clarinete",Bis: C. P. E. BACH/Calandrelli | Solfeggietto Metamorphosis
2014,novembro,13,Palácio das Artes,Allegro," Eddie Daniels, clarinete",Bis: JOBIM | Wave
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara,"Cássia Lima, flauta","ARNOLD | Three Shanties, op. 4"
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara,"Cássia Lima, flauta",CALLADO/W. Barros | Flor amorosa
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara,"Cássia Lima, flauta",ABREU/E. Barros | Tico-tico no fubá
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara,"Cássia Lima, flauta",BANDOLIM/E. Barros | Doce de coco
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara,"Cássia Lima, flauta","BLUMER | Quintett, op. 52"
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Alexandre Barros, oboé","ARNOLD | Three Shanties, op. 4"
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Alexandre Barros, oboé",CALLADO/W. Barros | Flor amorosa
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Alexandre Barros, oboé",ABREU/E. Barros | Tico-tico no fubá
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Alexandre Barros, oboé",BANDOLIM/E. Barros | Doce de coco
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Alexandre Barros, oboé","BLUMER | Quintett, op. 52"
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Marcus Julius Lander, clarinete","ARNOLD | Three Shanties, op. 4"
2014,novembro,6,Memorial Minas Gerais Vale,Concertos de Câmara," Marcus Julius Lander, clarinete",CALLADO/W. Barros | Flor amorosa
