ano,mes,dia,local,serie,artista,repertorio
2008,abril,3,Palácio das Artes,Allegro,"Roman Simovic, violino","DVORÁK | Sinfonia nº 9 em mi menor, op. 95, “Do novo mundo”"
2008,março,26 e 27 e 28,Triângulo Mineiro,Turnê Estadual,"Fabio Costa, regente",PECK | Lift-Off!
2008,março,26 e 27 e 28,Triângulo Mineiro,Turnê Estadual,"Fabio Costa, regente",GABRIELI | Canzone
2008,março,26 e 27 e 28,Triângulo Mineiro,Turnê Estadual,"Fabio Costa, regente",GABRIELI | Sonata
2008,março,26 e 27 e 28,Triângulo Mineiro,Turnê Estadual,"Fabio Costa, regente","R. STRAUSS | Suíte para sopros em Si bemol maior, op. 4"
2008,março,26 e 27 e 28,Triângulo Mineiro,Turnê Estadual,"Fabio Costa, regente","DVORÁK | Serenata para cordas em Mi maior, op. 22"
2008,março,26 e 27 e 28,Triângulo Mineiro,Turnê Estadual,"Fabio Costa, regente",LISZT | Os prelúdios
2008,março,13,Palácio das Artes,Allegro,"Fabio Mechetti, regente",VASCONCELOS | Oscuro lume
2008,março,13,Palácio das Artes,Allegro,"Fabio Mechetti, regente","TCHAIKOVSKY | Concerto para piano nº 1 em si bemol menor, op. 23"
2008,março,13,Palácio das Artes,Allegro,"Fabio Mechetti, regente","BRAHMS | Sinfonia nº 1 em dó menor, op. 68"
2008,março,13,Palácio das Artes,Allegro,"Arnaldo Cohen, piano",VASCONCELOS | Oscuro lume
2008,março,13,Palácio das Artes,Allegro,"Arnaldo Cohen, piano","TCHAIKOVSKY | Concerto para piano nº 1 em si bemol menor, op. 23"
2008,março,13,Palácio das Artes,Allegro,"Arnaldo Cohen, piano","BRAHMS | Sinfonia nº 1 em dó menor, op. 68"
2008,março,4,Palácio das Artes,Vivace,"Fabio Costa, regente",PECK | Lift-Off!
2008,março,4,Palácio das Artes,Vivace,"Fabio Costa, regente",GABRIELI | Canzone
2008,março,4,Palácio das Artes,Vivace,"Fabio Costa, regente",GABRIELI | Sonata
2008,março,4,Palácio das Artes,Vivace,"Fabio Costa, regente","R. STRAUSS | Suíte para sopros em Si bemol maior, op. 4"
2008,março,4,Palácio das Artes,Vivace,"Fabio Costa, regente","DVORÁK | Serenata para cordas em Mi maior, op. 22"
2008,março,4,Palácio das Artes,Vivace,"Fabio Costa, regente",LISZT | Os prelúdios
2008,fevereiro,21,Palácio das Artes,Allegro,"Fabio Mechetti, regente",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Fabio Mechetti, regente","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,"Gabriella Pace, soprano",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Gabriella Pace, soprano","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,"Adriana Clis, mezzo-soprano",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Adriana Clis, mezzo-soprano","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,"Martin Muehle, tenor",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Martin Muehle, tenor","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,"Licio Bruno, baixo",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Licio Bruno, baixo","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,Coral Lírico de Minas Gerais,SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,Coral Lírico de Minas Gerais,"BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,"Afrânio Lacerda, regente do coral",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Afrânio Lacerda, regente do coral","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,Coro da Osesp,SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,Coro da Osesp,"BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
2008,fevereiro,21,Palácio das Artes,Allegro,"Naomi Munakata, regente do coral",SILVA | Hino Nacional Brasileiro
2008,fevereiro,21,Palácio das Artes,Allegro,"Naomi Munakata, regente do coral","BEETHOVEN | Sinfonia nº 9 em ré menor, op. 125, “Coral”"
