ano,mes,dia,local,serie,artista,compositor,obra,periodo
2015,agosto,1,Boa Esperança (MG),Turnê Estadual,"Nelson Freire, piano",GOMES, O Guarani: Protofonia,ROMANTISMO
2015,julho,30,Sala Minas Gerais,Laboratório de Regência,"Fabio Mechetti, regente",BEETHOVEN," Sinfonia nº 4 em Si bemol maior, op. 58",ROMANTISMO
2015,julho,30,Sala Minas Gerais,Laboratório de Regência,"Fabio Mechetti, regente",WAGNER, O navio fantasma: Abertura,ROMANTISMO
2015,julho,30,Sala Minas Gerais,Laboratório de Regência,"Eduardo Pereira, Anderson Alves, Ana Beatriz Zaghi e Leonardo David, regentes",BEETHOVEN," Sinfonia nº 4 em Si bemol maior, op. 58",ROMANTISMO
2015,julho,30,Sala Minas Gerais,Laboratório de Regência,"Eduardo Pereira, Anderson Alves, Ana Beatriz Zaghi e Leonardo David, regentes",WAGNER, O navio fantasma: Abertura,ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",FREITAS," Grande Trio Concertante, op. 15 (estreia mundial)",CONTEMPORÂNEO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",FREITAS," Grande Trio Concertante, op. 15 (estreia mundial)",CONTEMPORÂNEO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",RAVEL, Sheherazade,MODERNO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",RAVEL, Sheherazade,MODERNO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",R. STRAUSS," As alegres travessuras de Till Eulenspiegel, op. 28",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",R. STRAUSS," As alegres travessuras de Till Eulenspiegel, op. 28",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",R. STRAUSS," Salomé, op. 54: Cena final",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",R. STRAUSS," Salomé, op. 54: Cena final",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",Bis: R. STRAUSS, Morgen!,ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",Bis: R. STRAUSS, Morgen!,ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",FREITAS," Grande Trio Concertante, op. 15 (estreia mundial)",CONTEMPORÂNEO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",FREITAS," Grande Trio Concertante, op. 15 (estreia mundial)",CONTEMPORÂNEO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",RAVEL, Sheherazade,MODERNO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",RAVEL, Sheherazade,MODERNO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",R. STRAUSS," As alegres travessuras de Till Eulenspiegel, op. 28",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",R. STRAUSS," As alegres travessuras de Till Eulenspiegel, op. 28",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",R. STRAUSS," Salomé, op. 54: Cena final",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",R. STRAUSS," Salomé, op. 54: Cena final",ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",Bis: R. STRAUSS, Morgen!,ROMANTISMO
2015,julho,23 e 24,Sala Minas Gerais,Presto/Veloce,"Eliane Coelho, soprano",Bis: R. STRAUSS, Morgen!,ROMANTISMO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",HONNEGER, Pacífico 231,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",HONNEGER, Pacífico 231,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",PAGANINI, Concerto para violino nº 5 em lá menor,ROMANTISMO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",PAGANINI, Concerto para violino nº 5 em lá menor,ROMANTISMO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",DUKAS, Sinfonia em Dó maior,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",DUKAS, Sinfonia em Dó maior,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Sergej Krylov, violino",HONNEGER, Pacífico 231,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Sergej Krylov, violino",HONNEGER, Pacífico 231,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Sergej Krylov, violino",PAGANINI, Concerto para violino nº 5 em lá menor,ROMANTISMO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Sergej Krylov, violino",PAGANINI, Concerto para violino nº 5 em lá menor,ROMANTISMO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Sergej Krylov, violino",DUKAS, Sinfonia em Dó maior,MODERNO
2015,julho,16 e 17,Sala Minas Gerais,Allegro/Vivace,"Sergej Krylov, violino",DUKAS, Sinfonia em Dó maior,MODERNO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," Eugene Onegin, op. 24: Polonaise",ROMANTISMO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",DVORÁK," Danças Eslavas, op. 72, nº 2",ROMANTISMO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",PROKOFIEV," Sinfonia nº 1 em Ré maior, op. 25, “Clássica”",MODERNO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",VAUGHAN WILLIAMS, Fantasia sobre Greensleeves,MODERNO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",WAGNER, O navio fantasma: Abertura,ROMANTISMO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," O quebra-nozes, op. 71: Valsa das flores",ROMANTISMO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",GOMES, O Guarani: Protofonia,ROMANTISMO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",Bis: TCHAIKOVSKY," O quebra-nozes, op. 71: Dança Russa",ROMANTISMO
2015,julho,12,Mariana,Turnê Estadual,"Marcos Arakaki, regente",Bis: ABREU, Tico-tico no fubá,CONTEMPORÂNEO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",DVORÁK," Scherzo capriccioso, op. 66",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",DVORÁK," Scherzo capriccioso, op. 66",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",DUTILLEUX," Sinfonia nº 2, “Dupla”",MODERNO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",DUTILLEUX," Sinfonia nº 2, “Dupla”",MODERNO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",RACHMANINOV," Concerto para piano nº 3 em ré menor, op. 30",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Fabio Mechetti, regente
",RACHMANINOV," Concerto para piano nº 3 em ré menor, op. 30",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Arnaldo Cohen, piano",DVORÁK," Scherzo capriccioso, op. 66",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Arnaldo Cohen, piano",DVORÁK," Scherzo capriccioso, op. 66",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Arnaldo Cohen, piano",DUTILLEUX," Sinfonia nº 2, “Dupla”",MODERNO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Arnaldo Cohen, piano",DUTILLEUX," Sinfonia nº 2, “Dupla”",MODERNO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Arnaldo Cohen, piano",RACHMANINOV," Concerto para piano nº 3 em ré menor, op. 30",ROMANTISMO
2015,julho,9 e 10,Sala Minas Gerais,Presto/Veloce,"Arnaldo Cohen, piano",RACHMANINOV," Concerto para piano nº 3 em ré menor, op. 30",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",RIPPER, Jogos sinfônicos (estreia mundial),CONTEMPORÂNEO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",RIPPER, Jogos sinfônicos (estreia mundial),CONTEMPORÂNEO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",RACHMANINOV," Concerto para piano nº 2 em dó menor, op. 18",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",RACHMANINOV," Concerto para piano nº 2 em dó menor, op. 18",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",SCHOENBERG," Sinfonia de câmara nº 1, op. 9b",MODERNO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",SCHOENBERG," Sinfonia de câmara nº 1, op. 9b",MODERNO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",RIMSKY-KORSAKOV," Capricho Espanhol, op. 34",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",RIMSKY-KORSAKOV," Capricho Espanhol, op. 34",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",RIPPER, Jogos sinfônicos (estreia mundial),CONTEMPORÂNEO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",RIPPER, Jogos sinfônicos (estreia mundial),CONTEMPORÂNEO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",RACHMANINOV," Concerto para piano nº 2 em dó menor, op. 18",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",RACHMANINOV," Concerto para piano nº 2 em dó menor, op. 18",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",SCHOENBERG," Sinfonia de câmara nº 1, op. 9b",MODERNO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",SCHOENBERG," Sinfonia de câmara nº 1, op. 9b",MODERNO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",RIMSKY-KORSAKOV," Capricho Espanhol, op. 34",ROMANTISMO
2015,julho,2 e 3,Sala Minas Gerais,Allegro/Vivace,"Arnaldo Cohen, piano",RIMSKY-KORSAKOV," Capricho Espanhol, op. 34",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Yoav Talmi, regente convidado
",BERLIOZ," Abertura O Rei Lear, op. 4",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Yoav Talmi, regente convidado
",BERLIOZ," Abertura O Rei Lear, op. 4",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Yoav Talmi, regente convidado
",SAINT-SAËNS," Concerto para violino nº 3 em si menor, op. 61",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Yoav Talmi, regente convidado
",SAINT-SAËNS," Concerto para violino nº 3 em si menor, op. 61",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Yoav Talmi, regente convidado
",FRANCK, Sinfonia em ré menor,ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Yoav Talmi, regente convidado
",FRANCK, Sinfonia em ré menor,ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Liza Ferschtman, violino",BERLIOZ," Abertura O Rei Lear, op. 4",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Liza Ferschtman, violino",BERLIOZ," Abertura O Rei Lear, op. 4",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Liza Ferschtman, violino",SAINT-SAËNS," Concerto para violino nº 3 em si menor, op. 61",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Liza Ferschtman, violino",SAINT-SAËNS," Concerto para violino nº 3 em si menor, op. 61",ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Liza Ferschtman, violino",FRANCK, Sinfonia em ré menor,ROMANTISMO
2015,junho,25 e 26,Sala Minas Gerais,Presto/Veloce,"Liza Ferschtman, violino",FRANCK, Sinfonia em ré menor,ROMANTISMO
2015,junho,20,Sala Minas Gerais,Fora de Série,"Roberto Tibiriçá, regente convidado
",BEETHOVEN," As criaturas de Prometeu, op. 43: Abertura",ROMANTISMO
2015,junho,20,Sala Minas Gerais,Fora de Série,"Roberto Tibiriçá, regente convidado
",BEETHOVEN," Concerto para piano n° 4 em Sol maior, op. 58",ROMANTISMO
2015,junho,20,Sala Minas Gerais,Fora de Série,"Roberto Tibiriçá, regente convidado
",BEETHOVEN," Sinfonia n° 4 em Si bemol maior, op. 60",ROMANTISMO
2015,junho,20,Sala Minas Gerais,Fora de Série,"Cristina Ortiz, piano",BEETHOVEN," As criaturas de Prometeu, op. 43: Abertura",ROMANTISMO
2015,junho,20,Sala Minas Gerais,Fora de Série,"Cristina Ortiz, piano",BEETHOVEN," Concerto para piano n° 4 em Sol maior, op. 58",ROMANTISMO
2015,junho,20,Sala Minas Gerais,Fora de Série,"Cristina Ortiz, piano",BEETHOVEN," Sinfonia n° 4 em Si bemol maior, op. 60",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," Eugene Onegin, op. 24: Polonaise",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," Eugene Onegin, op. 24: Polonaise",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," Eugene Onegin, op. 24: Polonaise",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",DVORÁK," Danças Eslavas, op. 72, nº 2",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",DVORÁK," Danças Eslavas, op. 72, nº 2",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",DVORÁK," Danças Eslavas, op. 72, nº 2",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",PROKOFIEV," Sinfonia nº 1 em Ré maior, op. 25, “Clássica”",MODERNO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",PROKOFIEV," Sinfonia nº 1 em Ré maior, op. 25, “Clássica”",MODERNO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",PROKOFIEV," Sinfonia nº 1 em Ré maior, op. 25, “Clássica”",MODERNO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",VAUGHAN WILLIAMS, Fantasia sobre Greensleeves,MODERNO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",VAUGHAN WILLIAMS, Fantasia sobre Greensleeves,MODERNO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",VAUGHAN WILLIAMS, Fantasia sobre Greensleeves,MODERNO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",WAGNER, O navio fantasma: Abertura,ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",WAGNER, O navio fantasma: Abertura,ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",WAGNER, O navio fantasma: Abertura,ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," O quebra-nozes, op. 71: Valsa das flores",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," O quebra-nozes, op. 71: Valsa das flores",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",TCHAIKOVSKY," O quebra-nozes, op. 71: Valsa das flores",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",GOMES, O Guarani: Protofonia,ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",GOMES, O Guarani: Protofonia,ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",GOMES, O Guarani: Protofonia,ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",Bis: TCHAIKOVSKY," O quebra-nozes, op. 71: Dança Russa",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",Bis: TCHAIKOVSKY," O quebra-nozes, op. 71: Dança Russa",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",Bis: TCHAIKOVSKY," O quebra-nozes, op. 71: Dança Russa",ROMANTISMO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",Bis: ABREU, Tico-tico no fubá,CONTEMPORÂNEO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",Bis: ABREU, Tico-tico no fubá,CONTEMPORÂNEO
2015,junho,11 e 12 e 13,"Divinópolis, Araxá e Uberlândia",Turnê Estadual,"Marcos Arakaki, regente",Bis: ABREU, Tico-tico no fubá,CONTEMPORÂNEO
2015,junho,7,Sala Minas Gerais,Concertos para a Juventude,"Marcos Arakaki, regente",BRAHMS," Danças Húngaras nº 1, nº 3 e nº 10",ROMANTISMO
2015,junho,7,Sala Minas Gerais,Concertos para a Juventude,"Marcos Arakaki, regente",BRAHMS," Sinfonia nº 2 em Ré maior, op. 73: Allegro non troppo e Allegro con spirito",ROMANTISMO
2015,junho,7,Sala Minas Gerais,Concertos para a Juventude,"Marcos Arakaki, regente",BRAHMS," Variações sobre um tema de Haydn, op. 56a",ROMANTISMO
2015,junho,7,Sala Minas Gerais,Concertos para a Juventude,"Marcos Arakaki, regente",BRAHMS," Abertura Festival Acadêmico, op. 80",ROMANTISMO
2015,junho,7,Sala Minas Gerais,Concertos para a Juventude,"Marcos Arakaki, regente",Bis: BRAHMS, Dança Húngara nº 5,ROMANTISMO
2015,junho,3,Sala Minas Gerais,Festival Tinta Fresca,"Marcos Arakaki, regente",VELASCO, A lenda da Vitória Régia,CONTEMPORÂNEO
2015,junho,3,Sala Minas Gerais,Festival Tinta Fresca,"Marcos Arakaki, regente",PENIDO, Eosos,CONTEMPORÂNEO
2015,junho,3,Sala Minas Gerais,Festival Tinta Fresca,"Marcos Arakaki, regente",ARRUDA," Reza, op. 3",CONTEMPORÂNEO
2015,junho,3,Sala Minas Gerais,Festival Tinta Fresca,"Marcos Arakaki, regente",VASCONCELOS, Les tombeaux vides,CONTEMPORÂNEO
2015,junho,3,Sala Minas Gerais,Festival Tinta Fresca,"Marcos Arakaki, regente",REIS, Messiânicas Brasileiras nº 3: Grande sertão exótico (obra vencedora),CONTEMPORÂNEO
2015,junho,3,Sala Minas Gerais,Festival Tinta Fresca,"Marcos Arakaki, regente",VERDAN, Alucinações cadavéricas,CONTEMPORÂNEO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",CHAVEZ," Sinfonia nº 2, “Índia”",MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",CHAVEZ," Sinfonia nº 2, “Índia”",MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",BINELLI, Homenagem ao tango,CONTEMPORÂNEO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",BINELLI, Homenagem ao tango,CONTEMPORÂNEO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",ALBENIZ/Arbós, Suíte Ibéria,ROMANTISMO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",ALBENIZ/Arbós, Suíte Ibéria,ROMANTISMO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",FALLA, O chapéu de três pontas: Suíte nº 2,MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,"Fabio Mechetti, regente
",FALLA, O chapéu de três pontas: Suíte nº 2,MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,CHAVEZ," Sinfonia nº 2, “Índia”",MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,CHAVEZ," Sinfonia nº 2, “Índia”",MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,BINELLI, Homenagem ao tango,CONTEMPORÂNEO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,BINELLI, Homenagem ao tango,CONTEMPORÂNEO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,ALBENIZ/Arbós, Suíte Ibéria,ROMANTISMO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,ALBENIZ/Arbós, Suíte Ibéria,ROMANTISMO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,FALLA, O chapéu de três pontas: Suíte nº 2,MODERNO
2015,maio,28 e 29,Sala Minas Gerais,Allegro/Vivace,Duo Binelli-Ferman,FALLA, O chapéu de três pontas: Suíte nº 2,MODERNO
2015,maio,23,Sala Minas Gerais,Fora de Série,"Fabio Mechetti, regente
",BEETHOVEN," Abertura Namensfeier, op. 115",ROMANTISMO
2015,maio,23,Sala Minas Gerais,Fora de Série,"Fabio Mechetti, regente
",BEETHOVEN," Concerto para piano nº 3 em dó menor, op. 37",ROMANTISMO
2015,maio,23,Sala Minas Gerais,Fora de Série,"Fabio Mechetti, regente
",BEETHOVEN," Sinfonia nº 3 em Mi bemol maior, op. 55, “Eroica”",ROMANTISMO
2015,maio,23,Sala Minas Gerais,Fora de Série,"Natasha Paremski, piano",BEETHOVEN," Abertura Namensfeier, op. 115",ROMANTISMO
2015,maio,23,Sala Minas Gerais,Fora de Série,"Natasha Paremski, piano",BEETHOVEN," Concerto para piano nº 3 em dó menor, op. 37",ROMANTISMO
2015,maio,23,Sala Minas Gerais,Fora de Série,"Natasha Paremski, piano",BEETHOVEN," Sinfonia nº 3 em Mi bemol maior, op. 55, “Eroica”",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",SIBELIUS," Finlândia, op. 26",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",SIBELIUS," Finlândia, op. 26",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",HERBERT," Concerto para violoncelo nº 2 em mi menor, op. 30",MODERNO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",HERBERT," Concerto para violoncelo nº 2 em mi menor, op. 30",MODERNO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",FAURÉ," Pelléas e Mélisande, op. 80: Suíte",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",FAURÉ," Pelléas e Mélisande, op. 80: Suíte",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",SIBELIUS," Sinfonia nº 7 em Dó maior, op. 105",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",SIBELIUS," Sinfonia nº 7 em Dó maior, op. 105",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",SIBELIUS," Valse triste, op. 44, nº 1",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Michal Nesterowicz, regente convidado
",SIBELIUS," Valse triste, op. 44, nº 1",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Amit Peled, violoncelo",SIBELIUS," Finlândia, op. 26",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Amit Peled, violoncelo",SIBELIUS," Finlândia, op. 26",ROMANTISMO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Amit Peled, violoncelo",HERBERT," Concerto para violoncelo nº 2 em mi menor, op. 30",MODERNO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Amit Peled, violoncelo",HERBERT," Concerto para violoncelo nº 2 em mi menor, op. 30",MODERNO
2015,maio,14 e 15,Sala Minas Gerais,Presto/Veloce,"Amit Peled, violoncelo",FAURÉ," Pelléas e Mélisande, op. 80: Suíte",ROMANTISMO
